,CD8T,Epithelial,Fibroblast,Pericyte,Macrophage,Endothelial,CD4T,DC,B,NKT,Mast,Monocyte,NK,Plasma
3897,TOPORS-AS1,RP11-79P5.9,HARS2,MDGA1,SUMO4,DDX39B,LSM8,TPD52L1,UTP14A,PERP,TRBC1,HDAC8,GIMAP2,RBM28
3898,NDUFB6,BTF3,ZMAT2,ZFAND3,ZC3H12D,NFKBIL1,ING3,HDDC2,ELF4,HEBP2,GSTK1,XIST,GIMAP1,IMPDH1
3899,APTX,ANKRA2,PCDHB2,BTBD9,PPIL4,LTB,FAM3C,NCOA7,AIFM1,NHSL1,TMEM139,JPX,GIMAP5,HILPDA
3900,DNAJA1,UTP15,PCDHB4,GLO1,GINM1,LST1,NDUFA5,HINT3,RAB33A,RP11-390P2.4,CASP2,FTX,TMEM176B,METTL2B
3901,SMU1,ARHGEF28,PCDHB5,SAYSD1,KATNA1,AIF1,WASL,TRMT11,SLC25A14,CCDC28A,AC093673.5,RLIM,ABCB8,RP11-212P7.2
3902,B4GALT1,ENC1,PCDHB7,KCNK17,LATS1,PRRC2A,POT1,CENPW,RBMX2,REPS1,ZYX,ABCB7,CDK5,FAM71F2
3903,BAG1,HEXB,PCDHB16,DAAM2,NUP43,BAG6,ZNF800,RNF146,ENOX2,ABRACL,TCAF1,UPRT,SLC4A2,CALU
3904,CHMP5,GFM2,PCDHB10,RP11-61I13.3,PCMT1,C6orf47,GCC1,ECHDC1,STK26,HECA,ARHGEF35,PBDC1,FASTK,ATP6V1F
3905,NFX1,NSA2,PCDHB9,MOCS1,LRP11,GPANK1,ARF5,ARHGAP18,RAP2C,CITED2,CUL1,ATRX,TMUB1,IRF5
3906,AQP3,FAM169A,PCDHB11,OARD1,MTHFD1L,CSNK2B,SND1,L3MBTL3,MBNL3,RP3-460G2.2,EZH2,MAGT1,AGAP3,TNPO3
3907,UBE2R2,HMGCR,PCDHB12,NFYA,AKAP12,LY6G5C,SND1-IT1,EPB41L2,PHF6,VTA1,PDIA4,COX7B,ABCF2,RP11-448A19.1
3908,UBAP2,COL4A3BP,PCDHB14,FOXP4,ZBTB2,ABHD16A,RBM28,AKAP7,HPRT1,HIVEP2,ZNF786,ATP7A,CHPF2,NRF1
3909,DCAF12,POLK,PCDHB15,MDFI,RMND1,DDAH2,IMPDH1,MED23,FAM122B,AIG1,ZNF398,PGK1,NUB1,UBE2H
3910,UBAP1,POC5,TAF7,TFEB,ARMT1,CLIC1,HILPDA,ENPP1,FAM122C,ADAT2,ZNF212,TAF9B,RHEB,ZC3HC1
3911,NUDT2,IQGAP2,PCDHGA5,FRS3,CCDC170,VARS,METTL2B,CTGF,FAM127A,PEX3,ZNF746,CYSLTR1,PRKAG2,KLHDC10
3912,RPP25L,F2R,PCDHGA6,PRICKLE4,ESR1,LSM2,RP11-212P7.2,STX7,FAM127B,FUCA2,LRRC61,ITM2A,PRKAG2-AS1,TMEM209
3913,DCTN3,F2RL1,PCDHGA8,MED20,SYNE1,HSPA1A,CALU,VNN1,DDX26B,PHACTR2,RARRES2,BRWD3,GALNT11,MEST
3914,SIGMAR1,AGGF1,PCDHGB6,BYSL,FBXO5,HSPA1B,CCDC136,VNN2,MMGT1,LTV1,RP11-511P7.5,SH3BGRL,KMT2C,COPG2
3915,GALT,ZBED3,PCDHGA10,CCND3,MTRF1L,C6orf48,ATP6V1F,SLC18B1,FHL1,PLAGL1,LINC00996,APOOL,LINC01003,AC016831.7
3916,IL11RA,ZBED3-AS1,DIAPH1,TAF8,IPCEF1,NEU1,IRF5,RPS12,MAP7D3,SF3B5,GIMAP6,CHM,ACTR3B,AC058791.1
3917,VCP,PDE8B,HDAC3,MRPS10,SCAF8,SLC44A4,TNPO3,TBPL1,HTATSF1,STX11,GIMAP2,DIAPH2,PAXIP1-AS2,RP11-138A9.1
3918,PIGO,WDR41,FCHSD1,TRERF1,TFB1M,EHMT2,RP11-448A19.1,SGK1,ARHGEF6,UTRN,GIMAP1,TRMT2B,PAXIP1,RP11-138A9.2
3919,STOML2,TBCA,ARAP3,UBR2,ARID1B,C2,NRF1,LINC01010,RBMX,FBXO30,TMEM176B,TIMM8A,PAXIP1-AS1,LINC-PINT
3920,SIT1,AP3B1,KIAA0141,TBCC,TMEM242,CFB,UBE2H,HBS1L,ATP11C,SHPRH,TMEM176A,BTK,INSIG1,MKLN1
3921,CCDC107,SCAMP1-AS1,RNF14,GLTSCR1L,ZDHHC14,NELFE,ZC3HC1,MYB,LDOC1,RAB32,KCNH2,RPL36A,AC009403.2,CHCHD3
3922,TPM2,SCAMP1,GNPDA1,RPL7L1,SNX9,SKIV2L,KLHDC10,AHI1,FMR1,STXBP5,ATG9B,GLA,RBM33,EXOC4
3923,TLN1,LHFPL2,NDFIP1,C6orf226,SERAC1,DXO,TMEM209,MTFR2,IDS,TAB2,ABCB8,HNRNPH2,RNF32,SLC35B4
3924,CREB3,ARSB,SPRY4,CNPY3,GTF2H5,STK19,CPA5,BCLAF1,TMEM185A,SUMO4,ASIC3,ARMCX1,LMBR1,AKR1B1
3925,RGP1,JMY,SPRY4-IT1,PEX6,TULP4,TNXB,CEP41,MAP7,CXorf40B,ZC3H12D,CDK5,ARMCX6,NOM1,BPGM
3926,HINT2,HOMER1,FGF1,PPP2R5D,TMEM181,ATF6B,MEST,RP3-325F22.5,MTM1,PPIL4,SLC4A2,ARMCX3,UBE3C,CALD1
3927,GLIPR2,PAPD4,ARHGAP26,MEA1,DYNLT1,FKBPL,COPG2,MAP3K5,CD99L2,GINM1,FASTK,ZMAT1,DNAJB6,C7orf49
3928,CLTA,CMYA5,NR3C1,KLHDC3,SYTL3,PRRT1,AC016831.7,PEX7,HMGB3,KATNA1,TMUB1,ARMCX5,PTPRN2,TMEM140
3929,RNF38,MTX3,YIPF5,RRP36,EZR,PPT2,AC058791.1,IFNGR1,VMA21,LATS1,AGAP3,BEX4,ESYT2,WDR91
3930,EBLN3,THBS4,PRELID2,CUL7,RSPH3,AGPAT1,RP11-138A9.1,RP11-356I2.4,CETN2,NUP43,ABCF2,TCEAL8,WDR60,CNOT4
3931,ZCCHC7,SERINC5,LARS,KLC4,TAGAP,RNF5,RP11-138A9.2,TNFAIP3,PNMA5,PCMT1,CHPF2,WBP5,GTPBP6,NUP205
3932,GRHPR,ZFYVE16,RBM27,MRPL2,SOD2,AGER,LINC-PINT,PERP,ZNF275,MTHFD1L,SMARCD3,NGFRAP1,LINC00685,C7orf73
3933,POLR1E,CTD-2015H6.3,TCERG1,PTK7,WTAP,PBX2,MKLN1,HEBP2,BGN,AKAP12,NUB1,TCEAL4,SLC25A6,MTPN
3934,TOMM5,DHFR,DPYSL3,SRF,ACAT2,GPSM3,CHCHD3,NHSL1,FAM58A,ZBTB2,RHEB,TCEAL3,ASMTL,AC090498.1
3935,TRMT10B,MSH3,JAKMIP2,CUL9,TCP1,NOTCH4,EXOC4,RP11-390P2.4,BCAP31,RMND1,PRKAG2,TCEAL1,P2RY8,CREB3L2
3936,EXOSC3,CKMT2-AS1,FBXO38,DNPH1,MRPL18,HLA-DRA,SLC35B4,CCDC28A,IDH3G,ARMT1,GALNT11,MORF4L2,AKAP17A,TRIM24
3937,DCAF10,CKMT2,ABLIM3,ZNF318,IGF2R,HLA-DRB5,AKR1B1,REPS1,SSR4,SYNE1,KMT2C,SLC25A53,DHRSX,ZC3HAV1
3938,CBWD5,ZCCHC9,GRPEL2,ABCC10,MAP3K4,HLA-DRB1,BPGM,ABRACL,ARHGAP4,FBXO5,LINC01003,FAM199X,ZBED1,UBN2
3939,CBWD3,SSBP2,PCYOX1L,TJAP1,AGPAT4,HLA-DQA1,CALD1,HECA,NAA10,MTRF1L,XRCC2,RBM41,CD99,C7orf55
3940,FAM122A,ATG10,CARMN,POLR1C,QKI,HLA-DQB1,C7orf49,TXLNB,RENBP,RGS17,RP11-5C23.1,PRPS1,ARSD,LUC7L2
3941,FXN,RPS23,RP11-394O4.5,YIPF3,SFT2D1,HLA-DQA2,TMEM140,CITED2,HCFC1,OPRM1,PAXIP1-AS1,TSC22D3,PRKX,HIPK2
3942,PTAR1,ATP6AP1L,CSNK1A1,XPO5,MPC1,HLA-DQB2,WDR91,RP3-460G2.2,TMEM187,IPCEF1,INSIG1,PSMD10,RP11-706O15.1,TBXAS1
3943,SMC5,TMEM167A,ARHGEF37,POLH,RPS6KA2,TAP2,CNOT4,VTA1,IRAK1,SCAF8,AC009403.2,ATG4A,PUDP,PARP12
3944,KLF9,XRCC4,SLC26A2,GTPBP2,RP11-514O12.4,PSMB8,NUP205,ADGRG6,MECP2,TIAM2,RBM33,NXT2,PNPLA4,KDM7A
3945,TMEM2,VCAN,TIGD6,MAD2L1BP,RNASET2,PSMB8-AS1,C7orf73,HIVEP2,FLNA,TFB1M,LINC01006,ACSL4,TBL1X,SLC37A3
3946,ABHD17B,COX7C,HMGXB3,RSPH9,FGFR1OP,PSMB9,MTPN,AIG1,EMD,ARID1B,LMBR1,TMEM164,WWC3,MKRN1
3947,C9orf85,RASA1,CSF1R,MRPS18A,MLLT4,TAP1,AC090498.1,ADAT2,RPL10,TMEM242,DNAJB6,AMMECR1,HCCS,NDUFB2
3948,ZFAND5,CCNH,PDGFRB,VEGFA,SMOC2,HLA-DMB,CREB3L2,PEX3,XX-FW83563B9.5,ZDHHC14,PTPRN2,ALG13,ARHGAP6,MRPS33
3949,ALDH1A1,TMEM161B,ARSI,MRPL14,THBS2,HLA-DMA,TRIM24,FUCA2,DNASE1L1,SNX9,AC011899.9,WDR44,MSL3,SSBP1
3950,ANXA1,TMEM161B-AS1,TCOF1,TMEM63B,WDR27,BRD2,ZC3HAV1,PHACTR2,TAZ,SYNJ2,NCAPG2,DOCK11,PRPS2,TRBC1
3951,CARNMT1,MEF2C,CD74,SLC29A1,C6orf120,HLA-DOA,UBN2,LTV1,ATP6AP1,SERAC1,ESYT2,IL13RA1,TMSB4X,TRBC2
3952,NMRK1,CETN3,RPS14,HSP90AB1,PHF10,HLA-DPA1,C7orf55,PLAGL1,GDI1,GTF2H5,WDR60,PGRMC1,TCEANC,EPHB6
3953,OSTF1,MBLAC2,NDST1,SLC35B2,ERMARD,HLA-DPB1,LUC7L2,SF3B5,FAM50A,TULP4,PLCXD1,SLC25A43,RAB9A,GSTK1
3954,RFK,POLR3G,SYNPO,NFKBIE,DLL1,RXRB,HIPK2,STX11,PLXNA3,TMEM181,GTPBP6,SLC25A5,TRAPPC2,CASP2
3955,GCNT1,LYSMD3,MYOZ3,CDC5L,FAM120B,SLC39A7,TBXAS1,UTRN,LAGE3,DYNLT1,LINC00685,CXorf56,OFD1,AC093673.5
3956,VPS13A,ADGRV1,RBM22,SUPT3H,PSMB1,HSD17B8,PARP12,FBXO30,SLC10A3,SYTL3,CRLF2,UBE2A,GPM6B,ZYX
3957,GNAQ,ARRDC3,DCTN4,CLIC5,TBP,RING1,KDM7A,RP11-545I5.3,FAM3A,EZR,IL3RA,NKRF,GEMIN8,EPHA1-AS1
3958,CEP78,NR2F1-AS1,SMIM3,ENPP4,PDCD2,VPS52,SLC37A3,SHPRH,G6PD,RSPH3,SLC25A6,SEPT6,MOSPD2,TCAF1
3959,PSAT1,NR2F1,ZNF300,ENPP5,AC093627.10,RPS18,MKRN1,RAB32,IKBKG,TAGAP,ASMTL,RPL39,CA5B,ARHGEF35
3960,TLE4,FAM172A,GPX3,RCAN2,FAM20C,B3GALT4,ADCK2,STXBP5,GAB3,SOD2,AKAP17A,UPF3B,ZRSR2,CUL1
3961,TLE1,POU5F2,TNIP1,CYP39A1,PDGFA,WDR46,NDUFB2,TAB2,DKC1,WTAP,DHRSX,RNF113A,AP1S2,EZH2
3962,IDNK,KIAA0825,ANXA6,SLC25A27,PRKAR1B,PFDN6,BRAF,SUMO4,MPP1,ACAT2,ZBED1,NDUFA1,SYAP1,PDIA4
3963,UBQLN1,SLF1,CCDC69,ADGRF5,AC147651.4,RGL2,MRPS33,ZC3H12D,FUNDC2,TCP1,CD99,NKAP,TXLNG,ZNF398
3964,HNRNPK,FAM81B,GM2A,TNFRSF21,DNAAF5,TAPBP,AGK,PPIL4,BRCC3,MRPL18,ARSD,ZBTB33,RBBP7,ZNF282
3965,AGTPBP1,TTC37,SLC36A1,CD2AP,SUN1,ZBTB22,KIAA1147,GINM1,VBP1,IGF2R,ARSD-AS1,LAMP2,SCML1,ATP6V0E2
3966,NAA35,ARSK,SPARC,MUT,ADAP1,DAXX,SSBP1,KATNA1,RAB39B,MAP3K4,PRKX,CUL4B,PHKA2,ACTR3C
3967,ISCA1,RFESD,ATOX1,CENPQ,COX19,KIFC1,TRBC1,LATS1,VAMP7,AGPAT4,NLGN4X,MCTS1,PDHA1,LRRC61
3968,ZCCHC6,RHOBTB3,G3BP1,MCM3,C7orf50,PHF1,TRBC2,NUP43,FBXO25,CAHM,PNPLA4,C1GALT1C1,SH3KBP1,RARRES2
3969,GAS1,GLRX,FAM114A2,PAQR8,GPR146,CUTA,EPHB6,PCMT1,ERICH1,QKI,TBL1X,THOC2,EIF1AX,REPIN1
3970,CTSL,ELL2,GALNT10,EFHC1,ZFAND2A,SYNGAP1,GSTK1,MTHFD1L,CLN8,SFT2D1,SHROOM2,XIAP,RPS6KA3,RP11-511P7.5
3971,SPIN1,PCSK1,SAP30L,TRAM2,MICALL2,BAK1,CASP2,AKAP12,CTD-2336O2.1,MPC1,WWC3,STAG2,MBTPS2,LINC00996
3972,CKS2,CAST,LARP1,TRAM2-AS1,INTS1,ITPR3,AC093673.5,ZBTB2,RP11-115C21.2,RPS6KA2,HCCS,SASH3,SMS,GIMAP7
3973,SECISBP2,ERAP1,FAXDC2,TMEM14A,MAFK,UQCC2,ZYX,RMND1,MCPH1,RNASET2,ARHGAP6,UTP14A,PRDX4,GIMAP4
3974,SEMA4D,ERAP2,CNOT8,GSTA4,PSMG3,LEMD2,EPHA1,ARMT1,ANGPT2,FGFR1OP,MSL3,ELF4,ACOT9,GIMAP6
3975,RP11-305L7.3,LNPEP,GEMIN5,ICK,PSMG3-AS1,HMGA1,EPHA1-AS1,CCDC170,AGPAT5,CCR6,PRPS2,AIFM1,SAT1,GIMAP2
3976,AUH,LIX1,MRPL22,FBXO9,MAD1L1,C6orf1,TCAF2,SYNE1,DEFB1,MLLT4,TMSB4X,SLC25A14,APOO,GIMAP1
3977,NFIL3,RIOK2,SGCD,ELOVL5,FTSJ2,NUDT3,TCAF1,FBXO5,SGK223,SMOC2,RAB9A,RBMX2,KLHL15,TMEM176B
3978,SPTLC1,RGMB,MED7,GCLC,NUDT1,RPS10,TPK1,MTRF1L,MFHAS1,WDR27,TRAPPC2,ENOX2,EIF2S3,ABCB8
3979,IARS,RGMB-AS1,CYFIP2,LRRC1,SNX8,C6orf106,CUL1,IPCEF1,TNKS,C6orf120,OFD1,STK26,ZFX,CDK5
3980,NOL8,CHD1,ADAM19,COL21A1,EIF3B,RP11-140K17.3,EZH2,SCAF8,MSRA,PHF10,GPM6B,RAP2C,PDK3,SLC4A2
3981,OGN,FAM174A,THG1L,DST,CHST12,SNRPC,PDIA4,TIAM2,PINX1,ERMARD,GEMIN8,MBNL3,GK,FASTK
3982,ASPN,ST8SIA4,LSM11,KIAA1586,LFNG,UHRF1BP1,ZNF786,TFB1M,XKR6,FAM120B,FANCB,GPC3,TAB3,TMUB1
3983,BICD2,PAM,CLINT1,ZNF451,BRAT1,TAF11,ZNF398,ARID1B,MTMR9,PSMB1,MOSPD2,PHF6,DYNLT3,AGAP3
3984,FGD3,GIN1,EBF1,BAG2,IQCE,ANKS1A,ZNF212,TMEM242,BLK,TBP,PIGA,HPRT1,SRPX,ABCF2
3985,SUSD3,PPIP5K2,RP11-175K6.1,RAB23,TTYH3,SCUBE3,ZNF783,ZDHHC14,NEIL2,PDCD2,TMEM27,FAM122B,RPGR,CHPF2
3986,CARD19,C5orf30,RNF145,PRIM2,GNA12,ZNF76,ZNF746,SNX9,FDFT1,AC093627.10,ZRSR2,FAM122C,MID1IP1,SMARCD3
3987,NINJ1,NUDT12,UBLCP1,XXbac-BPGBPG55C20.2,CARD11,PPARD,ATP6V0E2,SERAC1,CTSB,FAM20C,AP1S2,FAM127A,BCOR,RP4-548D19.3
3988,FAM120AOS,EFNA5,TTC1,LINC00680,FOXK1,RPL10A,LRRC61,GTF2H5,LONRF1,PRKAR1B,SYAP1,FAM127B,ATP6AP2,NUB1
3989,FAM120A,FBXL17,PWWP2A,PTP4A1,AP5Z1,TEAD3,RARRES2,TULP4,TUSC3,AC147651.4,TXLNG,DDX26B,CXorf38,RHEB
3990,PHF2,LINC01023,FABP6,PHF3,RBAK-RBAKDN,FKBP5,REPIN1,TMEM181,MICU3,SUN1,RBBP7,MMGT1,MED14,PRKAG2
3991,MFSD14B,FER,CCNJL,RP3-525N10.2,RBAK,SRPK1,RP11-511P7.5,DYNLT1,ZDHHC2,ADAP1,PHKA2,SLC9A6,USP9X,PRKAG2-AS1
3992,ERCC6L2,PJA2,C1QTNF2,ADGRB3,WIPI2,MAPK14,GIMAP8,SYTL3,CNOT7,COX19,PDHA1,FHL1,DDX3X,GALNT11
3993,AAED1,MAN2A1,ZBED8,LMBRD1,TNRC18,MAPK13,GIMAP7,EZR,VPS37A,C7orf50,SH3KBP1,MAP7D3,CASK,KMT2C
3994,NCBP1,TMEM232,SLU7,FAM135A,ACTB,BRPF3,GIMAP4,RSPH3,PDGFRL,GPER1,CXorf23,HTATSF1,GPR34,PAXIP1
3995,XPA,SLC25A46,PTTG1,SDHAF4,FSCN1,KCTD20,GIMAP6,TAGAP,PCM1,ZFAND2A,EIF1AX,ARHGEF6,GPR82,RP11-5C23.1
3996,TRMO,WDR36,GABRB2,SMAP1,RNF216,STK38,GIMAP2,SOD2,ASAH1,INTS1,RPS6KA3,RBMX,FUNDC1,PAXIP1-AS1
3997,ANP32B,STARD4,CCNG1,B3GAT2,CCZ1,SRSF3,GIMAP1,WTAP,CSGALNACT1,MAFK,MBTPS2,ATP11C,KDM6A,INSIG1
3998,NANS,STARD4-AS1,NUDCD2,OGFRL1,PMS2,CDKN1A,GIMAP5,ACAT2,INTS10,PSMG3,YY2,SLITRK4,MIR222HG,AC009403.2
3999,TRIM14,NREP,MAT2B,RP11-398K22.12,AIMP2,CPNE5,TMEM176B,TCP1,ATP6V1B2,PSMG3-AS1,SMS,FMR1,KRBOX4,RBM33
4000,CORO2A,EPB41L4A,TENM2,MB21D1,EIF2AK1,PPIL1,TMEM176A,MRPL18,DOK2,MAD1L1,PRDX4,IDS,RP2,LINC01006
4001,TGFBR1,EPB41L4A-AS1,WWC1,MTO1,USP42,C6orf89,ATG9B,IGF2R,XPO7,FTSJ2,ACOT9,CXorf40B,NDUFB11,NOM1
4002,ALG2,APC,RARS,EEF1A1,CYTH3,PI16,ABCB8,MAP3K4,FAM160B2,NUDT1,SAT1,MTM1,RBM10,DNAJB6
4003,SEC61B,SRP19,PANK3,SLC17A5,FAM220A,MTCH1,CDK5,AGPAT4,POLR3D,SNX8,CXorf58,CD99L2,UBA1,PTPRN2
4004,NR4A3,REEP5,SLIT3,CD109,RAC1,PIM1,SLC4A2,QKI,PPP3CC,EIF3B,KLHL15,HMGB3,CDK16,ESYT2
4005,STX17,DCP2,SPDL1,COL12A1,DAGLB,TBC1D22B,FASTK,SFT2D1,SORBS3,CHST12,EIF2S3,VMA21,USP11,WDR60
4006,ERP44,MCC,LCP2,COX7A2,KDELR2,RNF8,TMUB1,MPC1,PDLIM2,LFNG,ZFX,CETN2,LINC01560,PLCXD1
4007,TEX10,YTHDC2,KCNMB1,TMEM30A,ZDHHC4,CMTR1,AGAP3,RP1-168L15.5,CCAR2,BRAT1,NR0B1,NSDHL,ARAF,GTPBP6
4008,MRPL50,PGGT1B,RANBP17,FILIP1,C7orf26,CCDC167,ABCF2,RPS6KA2,BIN3,IQCE,CXorf21,ZNF185,TIMP1,LINC00685
4009,RNF20,CCDC112,NPM1,SENP6,ZNF316,ZFAND3,CHPF2,RP11-514O12.4,EGR3,TTYH3,GK,HAUS7,ELK1,SLC25A6
4010,SMC2,FEM1C,FGF18,MYO6,ZNF12,BTBD9,SMARCD3,RNASET2,RHOBTB2,AMZ1,TAB3,BGN,UXT,ASMTL
4011,NIPSNAP3A,AC010226.4,FBXW11,IRAK1BP1,CCZ1B,GLO1,NUB1,FGFR1OP,TNFRSF10B,GNA12,DMD,FAM58A,ZNF81,P2RY8
4012,SLC44A1,TMED7,STK10,PHIP,C1GALT1,SAYSD1,WDR86,CCR6,TNFRSF10A,CARD11,DYNLT3,BCAP31,SLC38A5,AKAP17A
4013,TMEM38B,ATG12,UBTD2,HMGN3,MIOS,KCNK5,RHEB,MLLT4,CHMP7,FOXK1,SRPX,ABCD1,FTSJ1,DHRSX
4014,RAD23B,AP3S1,SH3PXD2B,HMGN3-AS1,RPA3,DAAM2,PRKAG2,THBS2,R3HCC1,AP5Z1,RPGR,IDH3G,PORCN,ZBED1
4015,KLF4,CTD-2287O16.5,NEURL1B,LCA5,UMAD1,MOCS1,PRKAG2-AS1,WDR27,ENTPD4,RBAK-RBAKDN,MID1IP1,SSR4,EBP,CD99
4016,TMEM245,COMMD10,DUSP1,ELOVL4,GLCCI1,OARD1,GALNT11,C6orf120,SLC25A37,RBAK,BCOR,ARHGAP4,TBC1D25,MXRA5
4017,TXN,SEMA6A,ERGIC1,BCKDHB,ICA1,NFYA,KMT2C,PHF10,ADAM28,WIPI2,ATP6AP2,NAA10,RBM3,PRKX
4018,KIAA0368,LINC00992,RPL26L1,FAM46A,NDUFA4,TREM2,LINC01003,TCTE3,RP11-624C23.1,TNRC18,CXorf38,RENBP,WDR13,RP11-706O15.1
4019,PTGR1,DTWD2,ATP6V0E1,IBTK,PHF14,FOXP4,XRCC2,ERMARD,ADAMDEC1,RP11-1275H24.1,MED14,HCFC1,WAS,PUDP
4020,UGCG,DMXL1,CREBRF,TPBG,TMEM106B,MDFI,PAXIP1-AS2,FAM120B,DOCK5,ACTB,DDX3X,TMEM187,HDAC6,PNPLA4
4021,PTBP3,TNFAIP8,BNIP1,UBE3D,SCIN,TFEB,PAXIP1,PSMB1,PPP2R2A,FSCN1,CASK,IRAK1,TIMM17B,TBL1X
4022,HSDL2,HSD17B4,STC2,DOPEY1,ARL4A,FRS3,PAXIP1-AS1,TBP,BNIP3L,RNF216,GPR34,MECP2,PQBP1,WWC3
4023,INIP,SRFBP1,BOD1,PGM3,ANKMY2,PRICKLE4,INSIG1,PDCD2,DPYSL2,CCZ1,GPR82,FLNA,SLC35A2,MID1
4024,FKBP15,LOX,CPEB4,RWDD2A,BZW2,USP49,AC009403.2,AC093627.10,PTK2B,AIMP2,MAOB,EMD,PIM2,HCCS
4025,CDC26,SNCAIP,MSX2,PRSS35,TSPAN13,MED20,RBM33,FAM20C,CLU,EIF2AK1,EFHC2,RPL10,OTUD5,MSL3
4026,PRPF4,SNX2,SFXN1,CYB5R4,AGR2,BYSL,LMBR1,PRKAR1B,CCDC25,USP42,FUNDC1,DNASE1L1,GRIPAP1,PRPS2
4027,HDHD3,SNX24,HRH2,MRAP2,AGR3,CCND3,NOM1,SUN1,ELP3,CYTH3,MIR222HG,TAZ,TFE3,TMSB4X
4028,ALAD,PPIC,THOC3,CEP162,AC003075.4,TAF8,UBE3C,ADAP1,PNOC,FAM220A,KRBOX4,CH17-340M24.3,PRAF2,EGFL6
4029,POLE3,CEP120,FAM153B,TBX18,AHR,MRPS10,DNAJB6,COX19,ZNF395,RAC1,RP2,ATP6AP1,WDR45,TCEANC
4030,RGS3,CSNK1G3,SIMC1,NT5E,SNX13,TRERF1,PTPRN2,C7orf50,FZD3,DAGLB,NDUFB11,GDI1,GPKOW,RAB9A
4031,AKNA,ZNF608,KIAA1191,SNX14,HDAC9,UBR2,NCAPG2,GPR146,HMBOX1,KDELR2,RBM10,FAM50A,MAGIX,TRAPPC2
4032,ATP6V1G1,GRAMD3,ARL10,SYNCRIP,TWISTNB,TBCC,ESYT2,GPER1,DUSP4,ZDHHC4,UBA1,LAGE3,PLP2,OFD1
4033,TNFSF8,ALDH7A1,NOP16,ZNF292,MACC1,GLTSCR1L,WDR60,ZFAND2A,SARAF,C7orf26,USP11,UBL4A,CCDC22,GPM6B
4034,CDK5RAP2,PHAX,HIGD2A,SMIM8,CTA-293F17.1,RPL7L1,PLCXD1,INTS1,RP11-489E7.4,ZNF316,ZNF41,SLC10A3,GSPT2,GEMIN8
4035,MEGF9,LMNB1,CLTB,SLC35A1,ITGB8,C6orf226,GTPBP6,MAFK,LEPROTL1,ZNF12,LINC01560,FAM3A,MAGED1,MOSPD2
4036,FBXW2,MARCH3,FAF2,RARS2,SP4,CNPY3,LINC00685,PSMG3,RP11-51J9.5,CCZ1B,ARAF,G6PD,TSPYL2,ZRSR2
4037,PSMD5,C5orf63,RNF44,ORC3,CDCA7L,PEX6,SLC25A6,PSMG3-AS1,DCTN6,C1GALT1,TIMP1,GAB3,RP11-258C19.7,AP1S2
4038,PSMD5-AS1,PRRC1,TSPAN17,AKIRIN2,IL6,PPP2R5D,ASMTL,MAD1L1,GTF2E2,MIOS,ELK1,DKC1,KDM5C,SYAP1
4039,PHF19,LINC01184,UIMC1,CNR1,TOMM7,MEA1,P2RY8,FTSJ2,GSR,RPA3,UXT,MPP1,SMC1A,TXLNG
4040,TRAF1,SLC12A2,ZNF346,RNGTT,FAM126A,KLHDC3,AKAP17A,NUDT1,PPP2CB,UMAD1,ZNF81,F8,HSD17B10,RBBP7
4041,CNTRL,FBN2,FGFR4,PNRC1,KLHL7,RRP36,DHRSX,SNX8,WRN,GLCCI1,FTSJ1,F8A1,HUWE1,SCML1
4042,RAB14,SLC27A6,NSD1,SRSF12,NUPL2,CUL7,ZBED1,EIF3B,RP11-11N9.4,ICA1,PORCN,FUNDC2,PHF8,PDHA1
4043,GSN,ISOC1,RAB24,PM20D2,GPNMB,KLC4,CD99,CHST12,TTI2,NDUFA4,EBP,BRCC3,TSR2,SH3KBP1
4044,STOM,HINT1,MXD3,UBE2J1,MALSU1,MRPL2,ARSD,LFNG,MAK16,PHF14,TBC1D25,VBP1,GNL3L,EIF1AX
4045,NDUFA8,LYRM7,PRELID1,RRAGD,IGF2BP3,PTK7,PRKX,BRAT1,PROSC,TMEM106B,RBM3,CLIC2,MAGED2,RPS6KA3
4046,RBM18,CDC42SE2,LMAN2,ANKRD6,TRA2A,SRF,RP11-706O15.1,IQCE,RAB11FIP1,SCIN,WDR13,TMLHE,APEX2,MBTPS2
4047,MRRF,RAPGEF6,RGS14,LYRM2,CCDC126,CUL9,PUDP,TTYH3,EIF4EBP1,ARL4A,WAS,VAMP7,FAM104B,SMS
4048,PDCL,FNIP1,F12,MDN1,FAM221A,DNPH1,PNPLA4,GNA12,ASH2L,ANKMY2,GATA1,FBXO25,MAGEH1,PRDX4
4049,RC3H2,P4HA2,GRK6,CASP8AP2,DFNA5,ZNF318,TBL1X,CARD11,LSM1,BZW2,HDAC6,ERICH1,RRAGB,ACOT9
4050,RABGAP1,PDLIM4,PRR7,MAP3K7,OSBPL3,ABCC10,WWC3,FOXK1,BAG4,TSPAN13,PCSK1N,CLN8,RP13-188A5.1,SAT1
4051,STRBP,SLC22A5,DBN1,MANEA-AS1,CYCS,TJAP1,HCCS,AP5Z1,DDHD2,AGR3,TIMM17B,CTD-2336O2.1,UBQLN2,APOO
4052,NEK6,C5orf56,PDLIM7,MANEA,C7orf31,POLR1C,MSL3,RBAK-RBAKDN,PLPP5,AC003075.4,PQBP1,KBTBD11,LINC01420,KLHL15
4053,PSMB7,IRF1,DDX41,UFL1,NFE2L3,YIPF3,PRPS2,RBAK,WHSC1L1,AHR,SLC35A2,MCPH1,SPIN2B,EIF2S3
