,NK,NKT,CD4T,CD8T,Endothelial,Epithelial,Macrophage,Monocyte,DC,B,Plasma,Mast,Fibroblast,Pericyte
5845,PUS7L,TALDO1,C1RL,BRAP,TMEM2,ANK1,COQ4,PLBD1,NHLRC2,RP11-1143G9.4,HSPA14,NA,ATP6V1C1,LCN2
5846,IRAK4,PDDC1,CLSTN3,ALDH2,ABHD17B,KAT6A,SLC27A4,H2AFJ,C10orf118,YEATS4,DCLRE1C,NA,BAALC,C9orf16
5847,TWF1,AP006621.5,CD163,MAPKAPK5-AS1,C9orf85,AP3M2,URM1,WBP11,AFAP1L2,CCT2,RPP38,NA,FZD6,CIZ1
5848,NELL2,SLC25A22,SLC2A3,MAPKAPK5,ZFAND5,PLAT,CERCAM,MGP,ABLIM1,RAB3IP,NMT2,NA,CTHRC1,GOLGA2
5849,ANO6,PIDD,FOXJ2,TMEM116,ALDH1A1,RP11-231D20.2,ODF2,ARHGDIB,FAM160B1,RP11-611E13.2,FAM171A1,NA,SLC25A32,SWI5
5850,LINC00938,RPLP2,C3AR1,ERP29,ANXA1,IKBKB,GLE1,PTPRO,TRUB1,CNOT2,ITGA8,NA,DCAF13,TRUB2
5851,ARID2,PNPLA2,NECAP1,NAA25,C9orf40,POLB,SPTAN1,EPS8,KIAA1598,ZFC3H1,FAM188A,NA,DPYS,COQ4
5852,SCAF11,CD151,RIMKLB,TRAFD1,C9orf41,VDAC3,WDR34,STRAP,PDZD8,THAP2,PTER,NA,LRP12,SLC27A4
5853,SLC38A1,POLR2L,PHC1,HECTD4,NMRK1,SLC20A2,HMGA1P4,DERA,RAB11FIP2,TMEM19,RSU1,NA,RP11-395G23.3,URM1
5854,SLC38A2,TSPAN4,M6PR,RPL6,OSTF1,SMIM19,SET,MGST1,FAM204A,RAB21,TRDMT1,NA,OXR1,CERCAM
5855,RP11-446N19.1,RP11-1391J7.1,KLRG1,PTPN11,PCSK5,THAP1,ZDHHC12,PLEKHA5,CACUL1,TBC1D15,VIM-AS1,NA,EIF3E,ODF2
5856,PCED1B,CHID1,A2M-AS1,OAS1,RFK,RNF170,RP11-545E17.3,AEBP2,EIF3A,ATXN7L3B,VIM,NA,EMC2,GLE1
5857,RPAP3,AP2A2,A2M,OAS3,GCNT1,HOOK3,ZER1,PYROXD1,FAM45A,GLIPR1,RP11-390B4.5,NA,NUDCD1,SPTAN1
5858,HDAC7,TOLLIP,LINC00987,OAS2,PRUNE2,FNTA,TBC1D13,RECQL,SFXN4,KRR1,STAM,NA,ENY2,WDR34
5859,TMEM106C,MOB2,KLRB1,DDX54,VPS13A,HGSNAT,ENDOG,GOLT1B,PRDX3,PHLDA1,NSUN6,NA,PKHD1L1,SET
5860,SENP1,DUSP8,CLEC2D,RITA1,GNA14,SPIDR,C9orf114,LDHB,GRK5,NAP1L1,ARL5B-AS1,NA,EBAG9,PKN3
5861,ASB8,IFITM10,CLECL1,SLC8B1,GNAQ,CEBPD,CCBL1,CMAS,RGS10,OSBPL8,ARL5B,NA,TRPS1,ZDHHC12
5862,ZNF641,CTSD,CD69,RBM19,CEP78,PRKDC,LRRC8A,C2CD5,TIAL1,ZDHHC17,PLXDC2,NA,EIF3H,RP11-545E17.3
5863,KANSL2,TNNI2,KLRF1,MED13L,TLE4,MCM4,PHYHD1,ETNK1,BAG3,PAWR,MLLT10,NA,UTP23,ZER1
5864,CCNT1,LSP1,CLEC2B,MAP1LC3B2,TLE1,UBE2V2,DOLK,BCAT1,INPP5F,PPP1R12A,DNAJC1,NA,RAD21,TBC1D13
5865,DDX23,MRPL23,CLEC12A,C12orf49,FRMD3,PCMTD1,NUP188,LRMP,MCMBP,CCDC59,COMMD3,NA,MED30,C9orf114
5866,CCDC65,C11orf21,CLEC1B,TESC,IDNK,AC090186.1,SH3GLB2,LYRM5,SEC23IP,METTL25,BMI1,NA,EXT1,LRRC8A
5867,FKBP11,TSPAN32,CLEC7A,FBXO21,UBQLN1,RP11-110G21.1,FAM73B,KRAS,WDR11,C12orf29,PIP4K2A,NA,SAMD12,PHYHD1
5868,ARF3,CD81,OLR1,RFC5,RP11-522I20.3,RB1CC1,DOLPP1,ITPR2,ATE1,CEP290,MSRB2,NA,MAL2,DOLK
5869,PRKAG1,TSSC4,GABARAPL1,WSB2,GKAP1,ATP6V1H,CRAT,ASUN,NSMCE4A,DUSP6,OTUD1,NA,NOV,NUP188
5870,KMT2D,KCNQ1,KLRD1,PEBP1,KIF27,TCEA1,PPP2R4,FGFR1OP2,PLEKHA1,POC1B,KIAA1217,NA,ENPP2,SH3GLB2
5871,RHEBL1,KCNQ1OT1,KLRK1,TAOK3,C9orf64,LYPLA1,IER5L,TM7SF3,FAM24B,RP11-734K2.4,ARHGAP21,NA,TAF2,FAM73B
5872,LMBR1L,CDKN1C,KLRC1,SUDS3,HNRNPK,MRPL15,RP11-65J3.1,MED21,C10orf88,ATP2B1,APBB1IP,NA,DSCC1,DOLPP1
5873,RP11-386G11.10,SLC22A18AS,RP11-291B21.2,PRKAB1,RP11-575L7.8,TMEM68,NTMT1,STK38L,PSTK,LINC00936,ABI1,NA,DEPTOR,CRAT
5874,TUBA1B,SLC22A18,MAGOHB,CCDC64,RMI1,TGS1,ASB6,MRPS35,IKZF5,DCN,ANKRD26,NA,MRPL13,PPP2R4
5875,TUBA1A,PHLDA2,YBX3,RAB35,AGTPBP1,LYN,PTGES,KLHL42,ACADSB,BTG1,YME1L1,NA,MTBP,IER5L
5876,TUBA1C,NAP1L4,PRR4,GCN1L1,NAA35,RPS20,TOR1B,CCDC91,BUB3,RP11-796E2.4,MASTL,NA,SNTB1,NTMT1
5877,SPATS2,CARS,ETV6,RPLP0,GOLM1,PLAG1,TOR1A,FAR2,CHST15,RP11-693J15.5,ACBD5,NA,RP11-44N11.2,ASB6
5878,MCRS1,OSBPL5,LOH12CR1,PXN-AS1,ISCA1,CHCHD7,C9orf78,ERGIC2,OAT,PLEKHG7,RAB18,NA,ZHX2,PTGES
5879,FMNL3,ZNF195,DUSP16,PXN,ZCCHC6,IMPAD1,USP20,IPO8,LHPP,EEA1,MPP7,NA,DERL1,TOR1B
5880,TMBIM6,NUP98,CREBL2,COX6A1,DAPK1,UBXN2B,FNBP1,FAM60A,FAM53B,NUDT4,WAC-AS1,NA,TBC1D31,TOR1A
5881,NCKAP5L,PGAP2,CDKN1B,TRIAP1,CTSL,SDCBP,GPR107,AMN1,METTL10,UBE2N,WAC,NA,C8orf76,C9orf78
5882,RACGAP1,RHOG,APOLD1,GATC,SPIN1,NSMAF,ASS1,H3F3C,FAM175B,MRPL42,PTCHD3P1,NA,ZHX1-C8ORF76,USP20
5883,SMARCD1,STIM1,DDX47,SRSF9,CKS2,TOX,FUBP3,KIAA1551,ZRANB1,CRADD,SVIL,NA,ZHX1,FNBP1
5884,COX14,RRM1,GPRC5A,DYNLL1,SECISBP2,RP11-25K19.1,EXOSC2,FGD4,RP11-298J20.3,PLXNC1,MTPAP,NA,ATAD2,GPR107
5885,CERS5,TRIM21,HEBP1,COQ5,SEMA4D,RAB2A,ABL1,DNM1L,CTBP2,CCDC41,MAP3K8,NA,WDYHV1,ASS1
5886,LIMA1,HBB,EMP1,RNF10,GADD45G,CHD7,NUP214,YARS2,EDRF1,TMCC3,ZNF438,NA,FBXO32,FUBP3
5887,LARP4,TRIM5,ATF7IP,POP5,SYK,ASPH,RP11-544A12.8,ALG10,UROS,NDUFA12,ZEB1,NA,ANXA13,EXOSC2
5888,DIP2B,TRIM22,H2AFJ,MLEC,AUH,GGH,FAM78A,CPNE8,BCCIP,NR2C1,ARHGAP12,NA,FAM91A1,ABL1
5889,ATF1,FAM160A2,WBP11,ACADS,NFIL3,YTHDF3-AS1,PRRC2B,SLC2A13,DHX32,VEZT,KIF5B,NA,RP11-383J24.6,AIF1L
5890,METTL7A,PRKCDBP,C12orf60,SPPL3,SPTLC1,YTHDF3,POMT1,LRRK2,DOCK1,METAP2,EPC1,NA,TMEM65,NUP214
5891,SLC11A2,SMPD1,MGP,C12orf43,IARS,ARMC1,UCK1,GXYLT1,PTPRE,SNRPF,RP11-479G22.8,NA,TRMT12,RP11-544A12.8
5892,LETMD1,APBB1,ARHGDIB,OASL,NOL8,MTFR1,RAPGEF1,YAF2,MKI67,LTA4H,ITGB1,NA,RNF139-AS1,PPAPDC3
5893,CSRNP2,HPX,STRAP,P2RX7,CENPP,PDE7A,MED27,PPHLN1,MGMT,ELK3,NRP1,NA,RNF139,PRRC2B
5894,TFCP2,ARFIP2,DERA,P2RX4,IPPK,RRS1,SETX,ZCRB1,GLRX3,CDK17,PARD3,NA,TATDN1,POMT1
5895,DAZAP2,TIMM10B,MGST1,CAMKK2,BICD2,ADHFE1,TTF1,PUS7L,PPP2R2D,NEDD1,CUL2,NA,NDUFB9,UCK1
5896,SMAGP,RRP8,PLEKHA5,ANAPC5,ZNF484,MYBL1,DDX31,IRAK4,BNIP3,TMPO,CREM,NA,MTSS1,RAPGEF1
5897,BIN2,ILK,AEBP2,RNF34,FGD3,VCPIP1,GTF3C4,TWF1,STK32C,SLC25A3,CCNY,NA,SQLE,MED27
5898,GALNT6,TAF10,PYROXD1,KDM2B,SUSD3,C8orf44,C9orf9,ANO6,LRRC27,IKBIP,ZNF248,NA,KIAA0196,SETX
5899,GRASP,TPP1,RECQL,ORAI1,C9orf89,SGK3,TSC1,LINC00938,PWWP2B,APAF1,RP11-162G10.5,NA,NSMCE2,TTF1
5900,NR4A1,MRPL17,GOLT1B,MORN3,NINJ1,COPS5,GTF3C5,ARID2,ADAM8,UHRF1BP1L,ZNF33A,NA,TRIB1,GTF3C4
5901,C12orf44,PPFIBP2,LDHB,TMEM120B,FAM120AOS,CSPP1,RALGDS,SCAF11,TUBGCP2,ACTR6,ZNF37A,NA,LINC00861,C9orf9
5902,KRT7,EIF3F,CMAS,RHOF,FAM120A,ARFGEF1,GBGT1,SLC38A1,ZNF511,SCYL2,ZNF33B,NA,FAM84B,TSC1
5903,KRT86,RIC3,ST8SIA1,AC084018.1,PHF2,NCOA2,SURF6,SLC38A2,FUOM,UTP20,BMS1,NA,MYC,GTF3C5
5904,KRT81,TRIM66,ETNK1,SETD1B,PTPDC1,TRAM1,MED22,AMIGO2,ECHS1,ARL1,CSGALNACT2,NA,FAM49B,RALGDS
5905,KRT8,RPL27A,LRMP,HPD,HIATL1,LACTB2,RPL7A,PCED1B,PAOX,CHPT1,HNRNPF,NA,ASAP1,GBGT1
5906,KRT18,AKIP1,LYRM5,PSMD9,FBP1,MSC,SURF1,RPAP3,MTG1,GNPTAB,ZNF487,NA,EFR3A,SURF6
5907,EIF4B,TMEM9B,KRAS,MLXIP,C9orf3,TERF1,SURF2,RP1-197B17.3,CYP2E1,DRAM1,ZNF32,NA,LRRC6,MED22
5908,SPRYD3,NRIP3,ITPR2,DIABLO,FANCC,RPL7,SURF4,SLC48A1,BET1L,CCDC53,CXCL12,NA,TMEM71,RPL7A
5909,CSAD,DENND5A,ASUN,VPS33A,PTCH1,RDH10,REXO4,HDAC7,RIC8A,NUP37,RASSF4,NA,PHF20L1,SURF1
5910,ZNF740,TMEM41B,FGFR1OP2,CLIP1,ERCC6L2,STAU2,CACFD1,VDR,SIRT3,C12orf42,C10orf10,NA,SLA,SURF2
5911,ITGB7,IPO7,TM7SF3,ZCCHC8,SLC35D2,UBE2W,SLC2A6,TMEM106C,PSMD13,HSP90B1,ZNF22,NA,NDRG1,SURF4
5912,RARG,CTD-2371O3.2,MED21,RSRC2,ZNF367,TCEB1,VAV2,SENP1,ATHL1,TDG,ALOX5,NA,ST3GAL1,C9orf96
5913,MFSD5,ZNF143,STK38L,DENR,HABP4,TMEM70,BRD3,ASB8,IFITM2,HCFC2,MARCH8,NA,RP11-629O1.2,REXO4
5914,PFDN5,SWAP70,MRPS35,HIP1R,CDC14B,LY96,WDR5,ZNF641,IFITM1,NFYB,FAM21C,NA,ZFAT,CACFD1
5915,C12orf10,SBF2,KLHL42,VPS37B,AAED1,GDAP1,RXRA,KANSL2,IFITM3,TXNRD1,AGAP10,NA,AC083843.1,SLC2A6
5916,AAAS,ADM,CCDC91,OGFOD2,ZNF510,PEX2,COL5A1,CCNT1,SIGIRR,EID3,MAPK8,NA,TRAPPC9,SARDH
5917,SP1,AMPD3,FAR2,ARL6IP4,RP11-498P14.3,PKIA,FCN2,DDX23,ANO9,CHST11,C10orf128,NA,CTA-204B4.2,VAV2
5918,PRR13,RNF141,ERGIC2,MPHOSPH9,CCDC180,ZC2HC1A,FCN1,FKBP11,PTDSS2,C12orf45,ERCC6,NA,CHRAC1,LINC00094
5919,PCBP2,LYVE1,IPO8,C12orf65,TDRD7,IL7,OLFM1,ARF3,RNH1,KIAA1033,PARG,NA,CASC7,BRD3
5920,TARBP2,CTR9,CAPRIN2,SBNO1,TMOD1,HEY1,MRPS2,PRKAG1,HRAS,APPL2,NCOA4,NA,AGO2,WDR5
5921,ATF7,EIF4G2,DDX11,SETD8,TSTD2,MRPS28,CAMSAP1,KMT2D,RASSF7,C12orf75,TIMM23,NA,PTK2,RXRA
5922,ATP5G2,ZBED5,FAM60A,RILPL2,NCBP1,TPD52,UBAC1,LMBR1L,PHRF1,CKAP4,AGAP6,NA,DENND3,COL5A1
5923,CALCOCO1,ZBED5-AS1,AMN1,SNRNP35,XPA,Y-RNA,NACC2,RP11-386G11.10,IRF7,TCP11L2,FAM21A,NA,SLC45A4,FCN2
5924,SMUG1,USP47,H3F3C,TMED2,C9orf156,ZBTB10,C9orf69,TUBA1B,SCT,C12orf23,SGMS1,NA,PTP4A3,FCN1
5925,CBX5,MICAL2,KIAA1551,DDX55,ANP32B,RP11-48B3.4,QSOX2,TUBA1A,DEAF1,MTERFD3,CSTF2T,NA,ARC,OLFM1
5926,HNRNPA1,ARNTL,BICD1,EIF2B1,NANS,ZNF704,CARD9,TUBA1C,EPS8L2,CRY1,ZWINT,NA,THEM6,C9orf116
5927,COPZ1,BTBD10,DNM1L,GTF2H3,TRIM14,PAG1,SNAPC4,SPATS2,TMEM80,PWP1,IPMK,NA,LYPD2,MRPS2
5928,ITGA5,FAR1,YARS2,ATP6V0A2,TBC1D2,FABP5,SDCCAG3,MCRS1,TALDO1,PRDM4,CISD1,NA,LY6E,CAMSAP1
5929,GTSF1,RRAS2,ALG10,CCDC92,ANKS6,FABP4,PMPCA,FMNL3,PDDC1,FICD,UBE2D1,NA,C8orf31,UBAC1
5930,NCKAP1L,COPB1,KIF21A,ZNF664,COL15A1,IMPA1,INPP5E,TMBIM6,AP006621.5,SART3,TFAM,NA,GPIHBP1,NACC2
5931,TESPA1,PSMA1,ABCD2,NCOR2,TGFBR1,ZFAND1,SEC16A,NCKAP5L,SLC25A22,ISCU,BICC1,NA,ZFP41,C9orf69
5932,BLOC1S1,PDE3B,GXYLT1,UBC,ALG2,CHMP4C,NOTCH1,RACGAP1,PIDD,SELPLG,LINC00844,NA,GLI4,QSOX2
5933,CD63,CYP2R1,YAF2,DHX37,SEC61B,SNX16,EGFL7,SMARCD1,RPLP2,CORO1C,CCDC6,NA,RP13-582O9.5,GPSM1
5934,SARNP,C11orf58,PPHLN1,BRI3BP,NR4A3,LRRCC1,AGPAT2,COX14,PNPLA2,USP30-AS1,CDK1,NA,TOP1MT,SNAPC4
5935,ORMDL2,RPS13,ZCRB1,AACS,STX17,E2F5,SNHG7,CERS5,CD151,ALKBH2,ARID5B,NA,RHPN1,SDCCAG3
5936,DNAJC14,PIK3C2A,PUS7L,LINC00944,ERP44,C8orf59,TMEM141,LIMA1,POLR2L,UNG,EGR2,NA,ZC3H3,PMPCA
5937,WIBG,NUCB2,IRAK4,SLC15A4,INVS,CA13,RABL6,LARP4,TSPAN4,KCTD10,NRBF2,NA,GSDMD,INPP5E
5938,DGKA,NCR3LG1,TWF1,STX2,TEX10,RP11-317J10.2,PHPT1,DIP2B,RP11-1391J7.1,UBE3B,JMJD1C,NA,MROH6,SEC16A
5939,CDK2,SERGEF,NELL2,RAN,MSANTD3,CA2,EDF1,ATF1,CHID1,MMAB,REEP3,NA,NAPRT1,NOTCH1
5940,RAB5B,SAAL1,ANO6,SFSWAP,BAAT,WWP1,TRAF2,METTL7A,AP2A2,MVK,DNAJC12,NA,EEF1D,EGFL7
5941,RPS26,SAA2,LINC00938,ULK1,MRPL50,RMDN1,FBXW5,SLC11A2,TOLLIP,GLTP,SIRT1,NA,PYCRL,AGPAT2
5942,PA2G4,SAA1,ARID2,PUS1,ZNF189,CPNE3,C8G,LETMD1,MOB2,TCHP,HERC4,NA,TSTA3,SNHG7
5943,RPL41,HPS5,SCAF11,EP400,ALDOB,RP11-37B2.1,PTGDS,TFCP2,DUSP8,GIT2,PBLD,NA,ZNF623,TMEM141
5944,ZC3H10,GTF2H1,SLC38A1,EP400NL,RNF20,RIPK2,C9orf142,DAZAP2,IFITM10,ANKRD13A,HNRNPH3,NA,ZNF707,CCDC183
5945,ESYT1,LDHA,SLC38A2,NOC4L,SMC2,OSGIN2,CLIC3,SMAGP,CTSD,C12orf76,RUFY2,NA,RP11-429J17.2,RABL6
5946,MYL6B,TSG101,AMIGO2,RP13-977J11.2,NIPSNAP3A,NBN,ABCA2,BIN2,TNNI2,ATP2A2,SLC25A16,NA,FAM83H,PHPT1
5947,MYL6,UEVLD,PCED1B,PXMP2,NIPSNAP3B,DECR1,FUT7,GALNT6,LSP1,ANAPC7,TET1,NA,SCRIB,EDF1
5948,SMARCC2,SPTY2D1,RPAP3,ANKLE2,ABCA1,TMEM64,NPDC1,ACVR1B,MRPL23,ARPC3,CCAR1,NA,PUF60,TRAF2
5949,RNF41,TMEM86A,SLC48A1,GOLGA3,SLC44A1,C8orf88,UAP1L1,GRASP,IGF2,GPN3,DDX50,NA,NRBP2,FBXW5
5950,NABP2,ZDHHC13,HDAC7,CHFR,FSD1L,TMEM55A,MAN1B1,NR4A1,ASCL2,FAM216A,DDX21,NA,EPPK1,PTGDS
5951,ANKRD52,HTATIP2,VDR,ZNF140,FKTN,GS1-251I9.4,DPP7,C12orf44,C11orf21,VPS29,KIAA1279,NA,PLEC,C9orf142
5952,COQ10A,PRMT3,TMEM106C,ZNF10,TMEM38B,OTUD6B,ANAPC2,KRT7,TSPAN32,PPTC7,SRGN,NA,PARP10,CLIC3
5953,CS,FANCF,SENP1,ZNF268,ZNF462,LRRC69,SSNA1,KRT5,CD81,TCTN1,VPS26A,NA,GRINA,ABCA2
5954,RP11-977G19.11,SVIP,ASB8,MPHOSPH8,RAD23B,TRIQK,TMEM203,KRT8,TSSC4,HVCN1,SUPV3L1,NA,OPLAH,NPDC1
5955,CNPY2,CCDC34,ZNF641,PSPC1,KLF4,FAM92A1,NDOR1,KRT18,KCNQ1,PPP1CC,HK1,NA,EXOSC4,UAP1L1
5956,IL23A,LIN7C,KANSL2,ZMYM5,IKBKAP,RBM12B,TUBB4B,EIF4B,KCNQ1OT1,SH2B3,TSPAN15,NA,GPAA1,MAN1B1
5957,STAT2,KIF18A,CCNT1,ZMYM2,FAM206A,TMEM67,NELFB,SPRYD3,CDKN1C,ATXN2,H2AFY2,NA,CYC1,DPP7
5958,SPRYD4,METTL15,DDX23,CRYL1,CTNNAL1,PDP1,TOR4A,IGFBP6,SLC22A18AS,BRAP,AIFM2,NA,SHARPIN,ANAPC2
5959,BAZ2A,ARL14EP,RND1,IFT88,TMEM245,GEM,NRARP,CSAD,SLC22A18,ALDH2,TYSND1,NA,MAF1,SSNA1
5960,ATP5B,DNAJC24,CCDC65,N6AMT2,PTPN3,RAD54B,EXD3,ZNF740,PHLDA2,MAPKAPK5-AS1,SAR1A,NA,MROH1,TPRN
5961,PTGES3,IMMP1L,FKBP11,XPO4,AKAP2,KIAA1429,NOXA1,ITGB7,NAP1L4,MAPKAPK5,PPA1,NA,HSF1,TMEM203
5962,NACA,ELP4,ARF3,SAP18,TXN,DPY19L4,NSMF,RARG,CARS,ERP29,EIF4EBP2,NA,DGAT1,TUBB4B
5963,PRIM1,RCN1,RP11-386G11.5,MRP63,KIAA0368,INTS8,MRPL41,MFSD5,ZNF195,NAA25,PRF1,NA,SLC52A2,NELFB
5964,HSD17B6,EIF3M,PRKAG1,LINC00422,ZNF483,CCNE2,DPH7,PFDN5,NUP98,TRAFD1,SGPL1,NA,FBXL6,TOR4A
5965,NAB2,PRRG4,KMT2D,MICU2,PTGR1,NDUFAF6,ZMYND19,RP11-680A11.5,PGAP2,HECTD4,PCBD1,NA,ADCK5,NRARP
5966,STAT6,QSER1,RHEBL1,SACS,DNAJC25,TP53INP1,ARRDC1,C12orf10,RHOG,RPL6,UNC5B-AS1,NA,CPSF1,EXD3
5967,SHMT2,TCP11L1,LMBR1L,MIPEP,GNG10,PLEKHF2,C9orf37,AAAS,STIM1,PTPN11,SLC29A3,NA,SLC39A4,NSMF
5968,R3HDM2,CSTF3,RP11-386G11.10,SPATA13,UGCG,C8orf37,EHMT1,SP1,RRM1,OAS1,C10orf54,NA,VPS28,MRPL41
5969,ARHGAP9,HIPK3,TUBA1B,PARP4,SUSD1,UQCRB,ZMYND11,PRR13,TRIM21,OAS2,PSAP,NA,TONSL,DPH7
5970,MARS,CD59,TUBA1A,PABPC3,PTBP3,MTERFD1,LARP4B,PCBP2,HBB,DDX54,SPOCK2,NA,CYHR1,ZMYND19
5971,DDIT3,FBXO3,TUBA1C,MTMR6,HSDL2,PTDSS1,GTPBP4,TARBP2,TRIM5,TPCN1,ASCC1,NA,KIFC2,ARRDC1
5972,MBD6,LMO2,TROAP,NUPL1,INIP,SDC2,IDI1,ATF7,TRIM22,SLC8B1,ANAPC16,NA,PPP1R16A,C9orf37
5973,DCTN2,CAPRIN1,SPATS2,RNF6,SNX30,CPQ,WDR37,ATP5G2,FAM160A2,PLBD2,DDIT4,NA,MFSD3,EHMT1
5974,PIP4K2C,NAT10,MCRS1,CDK8,SLC31A2,TSPYL5,PFKP,CALCOCO1,PRKCDBP,SDS,RP11-442H21.2,NA,RECQL4,ZMYND11
5975,DTX3,CAT,FMNL3,USP12,FKBP15,MTDH,PITRM1,SMUG1,SMPD1,RBM19,DNAJB12,NA,LRRC14,DIP2C
5976,OS9,APIP,TMBIM6,RPL21,SLC31A1,LAPTM4B,KLF6,CBX5,APBB1,MED13L,MICU1,NA,C8orf82,LARP4B
5977,AGAP2,PDHX,RACGAP1,GTF3A,CDC26,MATN2,AKR1C1,HNRNPA1,HPX,MAP1LC3B2,MCU,NA,ZNF251,GTPBP4
5978,TSPAN31,CD44,SMARCD1,MTIF3,PRPF4,RPL30,AKR1C2,NFE2,ARFIP2,C12orf49,OIT3,NA,RPL8,IDI1
5979,CDK4,TRIM44,COX14,POLR1D,HDHD3,C8orf47,AKR1C3,COPZ1,TIMM10B,RNFT2,P4HA1,NA,ZNF517,WDR37
5980,MARCH9,COMMD9,CERS5,ATP5EP2,ALAD,HRSP12,NET1,GPR84,RRP8,HRK,ECD,NA,ZNF7,PFKP
5981,METTL1,PRR5L,LIMA1,PAN3,POLE3,POP1,ASB13,ZNF385A,ILK,TESC,FAM149B1,NA,COMMD5,PITRM1
5982,TSFM,TRAF6,LARP4,POMP,RGS3,NIPAL2,FAM208B,ITGA5,TAF10,FBXO21,DNAJC9,NA,ZNF250,KLF6
5983,CTDSP2,C11orf74,DIP2B,SLC46A3,ZNF618,STK3,GDI2,NCKAP1L,TPP1,WSB2,MRPS16,NA,ZNF16,AKR1C1
5984,RP11-620J15.3,API5,ATF1,SLC7A1,AMBP,OSR2,FBXO18,METTL7B,MRPL17,PEBP1,RP11-152N13.5,NA,C8orf33,AKR1C2
5985,XRCC6BP1,TTC17,METTL7A,UBL3,COL27A1,RP11-410L14.2,RP11-536K7.3,BLOC1S1,PPFIBP2,TAOK3,ANXA7,NA,CBWD1,AKR1C3
5986,SLC16A7,HSD17B12,SLC11A2,KATNAL1,ORM1,VPS13B,IL15RA,CD63,EIF3F,SUDS3,PPP3CB,NA,DOCK8,AKR1C4
5987,FAM19A2,ALKBH3,LETMD1,LINC00426,ORM2,COX6C,IL2RA,SARNP,RIC3,PRKAB1,RP11-464F9.20,NA,KANK1,NET1
5988,USP15,C11orf96,CSRNP2,HMGB1,AKNA,FBXO43,RBM17,ORMDL2,RPL27A,CCDC64,AGAP5,NA,SMARCA2,ASB13
5989,MON2,EXT2,TFCP2,USPL1,DFNB31,POLR2K,PFKFB3,DNAJC14,AKIP1,RAB35,SEC24C,NA,VLDLR,FAM208B
5990,TMEM5,CD82,DAZAP2,ALOX5AP,ATP6V1G1,SPAG1,PRKCQ-AS1,MMP19,TMEM9B,GCN1L1,FUT11,NA,KIAA0020,GDI2
5991,XPOT,TP53I11,SMAGP,HSPH1,C9orf91,RNF19A,SFMBT2,WIBG,NRIP3,RPLP0,CHCHD1,NA,RFX3,ANKRD16
5992,TBK1,SLC35C1,BIN2,B3GALTL,TRIM32,ANKRD46,ITIH2,DGKA,DENND5A,PXN,ZSWIM8,NA,GLIS3,FBXO18
5993,RASSF3,CRY2,GALNT6,N4BP2L1,TLR4,PABPC1,KIN,RAB5B,TMEM41B,COX6A1,NDST2,NA,SPATA6L,RP11-536K7.3
5994,GNS,PEX16,NR4A1,N4BP2L2,CDK5RAP2,YWHAZ,ATP5C1,SUOX,IPO7,TRIAP1,CAMK2G,NA,PPAPDC2,IL15RA
5995,LEMD3,PHF21A,C12orf44,PDS5B,MEGF9,ZNF706,TAF3,RPS26,CTD-2371O3.2,GATC,PLAU,NA,RP11-6J24.6,IL2RA
5996,LLPH,DGKZ,KRT7,SPG20,FBXW2,NCALD,GATA3,PA2G4,ZNF143,SRSF9,VCL,NA,CDC37L1,RBM17
5997,TMBIM4.1,AMBRA1,KRT86,ALG5,PSMD5,RRM2B,CELF2,RPL41,WEE1,DYNLL1,AP3M1,NA,AK3,PFKFB3
5998,HELB,HARBI1,KRT5,EXOSC8,PSMD5-AS1,KB-431C1.4,USP6NL,ESYT1,SWAP70,COQ5,ADK,NA,RCL1,KIN
5999,CAND1,ATG13,KRT8,SUPT20H,PHF19,UBR5,ECHDC3,MYL6B,SBF2,RNF10,KAT6B,NA,JAK2,ATP5C1
6000,DYRK2,ARHGAP1,KRT18,UFM1,TRAF1,KLF10,UPF2,MYL6,ADM,POP5,SAMD8,NA,PLGRKT,TAF3
6001,IFNG,ZNF408,EIF4B,PROSER1,CNTRL,KB-1732A1.1,DHTKD1,SMARCC2,AMPD3,MLEC,VDAC2,NA,CD274,GATA3
6002,MDM1,CKAP5,SPRYD3,NHLRC3,RAB14,AZIN1,SEC61A2,RNF41,RNF141,ACADS,COMTD1,NA,PDCD1LG2,CELF2
6003,RP11-81H14.2,C11orf49,IGFBP6,COG6,GSN,KB-1507C5.2,NUDT5,NABP2,CTR9,SPPL3,ZNF503,NA,KIAA1432,USP6NL
6004,RAP1B,ARFGAP2,CSAD,FOXO1,STOM,ATP6V1C1,CDC123,ANKRD52,EIF4G2,C12orf43,C10orf11,NA,ERMP1,ECHDC3
6005,RP11-637A17.2,DDB2,ITGB7,MRPS31,DAB2IP,FZD6,CAMK1D,COQ10A,ZBED5,OASL,KCNMA1,NA,KIAA2026,UPF2
6006,NUP107,ACP2,RARG,ELF1,NDUFA8,CTHRC1,OPTN,CS,ZBED5-AS1,P2RX7,POLR3A,NA,RANBP6,DHTKD1
6007,SLC35E3,NR1H3,MFSD5,WBP4,RBM18,SLC25A32,PHYH,RP11-977G19.11,USP47,P2RX4,RPS24,NA,IL33,SEC61A2
6008,MDM2,MADD,PFDN5,MTRF1,MRRF,DCAF13,SEPHS1,CNPY2,MICAL2,CAMKK2,ZMIZ1,NA,UHRF2,NUDT5
6009,CPM,SPI1,C12orf10,NAA16,PTGS1,DPYS,PRPF18,IL23A,MICALCL,ANAPC5,PPIF,NA,C9orf38,CDC123
